Product Name,Year,Market Value ($M),Profit per Product ($),Ingredients,Likely Skin Cancer Type,Fertility Rate Reduction (%),SUNSCREEN_ID
DermaProtect SPF 45,Post-1990,3006,19,"Aluminum Hydroxide, Butyrospermum Parkii (Organic Shea Butter), Cucumis Sativus (Organic Cucumber) Fruit Extract, Cyclopentasiloxane, Dimethicone Crosspolymer, Glycerin (Organic), Hydrogen Dimethicone, Iron Oxides, Isopropyl Myristate, Isopropyl Titianium Triisostearate, Linum Usitatissimum (Organic Linseed) Seed Oil, Mica, Oenothera Biennis (Organic Evening Primrose) Oil, Plankton Extract, Polyamide-5, Polysilicone-11, Propylene Carbonate, Rosa Canina (Organic) Fruit Oil, Silica Silylate, Stearalkonium Hectorite, Synthetic Wax.",Low Risk,0,103
SunGuard 75+,Post-1990,2451,28.95,"Water, Glycerin, Cyclopentasiloxane, Dimethicone, Pentylene Glycol, Ethylhexyl Methoxycrylene, Polyester-8, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Benzyl Alcohol, Aluminum Hydroxide, Stearic Acid, Iron Oxides ( CI 77491, CI 77492, CI 77499), Diethylhexyl Syringylidenemalonate, Hydrogenated Lecithin, Titanium Dioxide (CI 77891), Isohexadecane, Bisabolol, Mica (CI 77019), Tetrahexyldecyl Ascorbate, Phenoxyethanol, Silica Dimethyl Silytate, Polyester-1, Polysilicone-11, Polysorbate 60, Caprylic/Capric Triglyceride, Sodium Benzoate, Potassium Sorbate, Fragrance, Xanthan Gum, Hydrogenated Phosphatidylcholine Citronellol, Thioctic Acid, Geraniol, Astaxanthin, Hydroxycitronellal, Butylphenyl Methylpropional.",None (Protective),0,104
PureSun SPF 45,Post-1990,1062,11.55,"Water, Butylene Glycol, Pentylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Diisopropyl Sebacate, Isodecyl Neopentanoate, Lauryl Lactate, Stearic Acid, Sorbitan Stearate, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Phospholipids, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Cetearyl Alcohol, Ceteareth-20, Lemon Peel Extract, Calendula Officinalis Flower Extract, Glycolipids, Sodium Hyaluronate, Lecithin, Tocopherol, Hydrogen Peroxide, Dipotassium Glycyrrhizate, Punica Granatum Extract , Magnesium Ascorbyl Phosphate, Hydrolyzed Soy Flour, Oat Kernel Protein, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Grape Seed Extract, Camellia Sinensis Leaf Extract, Evening Primrose Oil, Borago Officinalis Seed Oil, Sodium PCA, Dimethicone, Propylene Glycol, Carbomer, Sclerotium Gum, Aminomethyl Propanol, Chlorphenesin, Phenoxyethanol, Methylparaben, Propylparaben, Disodium EDTA, Linalool, Lavender Oil.",Low Risk,0,105
SkinSafe 50+,Post-1990,2576,11.57,"Water, Butylene Glycol, Octocrylene, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Titanium Dioxide, C12-15 Alkyl Benzoate, Cyclopentasiloxane, Cetearyl Alcohol, Cyclohexasiloxane, 1,2-Hexanediol, Tricholoma Matsutake Extract, Camellia Sinensis Leaf Extract, Camellia Sinensis Leaf Powder, Methoxy Peg-114/Polyepsilon Caprolactone, Peg-100 Stearate, Glyceryl Stearate, Aluminum Stearate, Polyacrylate-13, Polyhydroxystearic Acid, Alumina, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyisobutene, Stearic Acid, Carbomer, Polysorbate 20, Epigallocatechin Gallate, Polyglutamic Acid, Theanine, Caprylyl Glycol, Ethylhexylglycerin, Disodium Edta, Fragrance, Iron Oxides.","Melanoma, None (Protective)",2,106
AquaBlock 100,Post-1990,1921,38.92,"Adv Timezone Age Rvr N/C Lwcrspf15 Division: El (Estee Lauder)Active Ingredients: Avobenzone 3.00% , Octinoxate 7.50% , Octisalate 5.00%Ingredients: Water , Butylene Glycol , Glycerin , Octyldodecyl Myristate , Neopentyl Glycol Diheptanoate , Dimethicone , Glyceryl Stearate , Citrullus Vulgaris (Watermelon) Fruit Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Pyrus Malus (Apple) Fruit Extract , Lens Esculenta (Lentil) Fruit Extract , Centaurium Erythraea (Centaury) Extract , Laminaria Digitata Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Cucumis Sativus (Cucumber) Fruit Extract , Tamarindus Indica Seed Extract , Salicornia Herbacea Extract , Polygonum Cuspidatum Root Extract , Vitis Vinifera (Grape) Seed Extract , Hydrolyzed Rice Extract , Rosmarinus Officinalis (Rosemary) Extract , Selaginella Tamariscina (Spike Moss) Extract , Humulus Lupulus (Hops) Extract , Citrus Reticulata (Tangerine) Peel Extract , Yeast Extract/Faex/Extrait De Levure , Limonium Vulgare Flower/Leaf/Stem Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Thermus Thermophillus Ferment , Cetyl Alcohol , Pentaerythrityl Tetraethylhexanoate , Hydrogenated Lecithin , Polyethylene , Caprylic/Capric/Myristic/Stearic Triglyceride , Punica Granatum (Pomegranate) Fruit Juice , Cholesterol , Sucrose , Linoleic Acid , Caffeine , Acetyl Glucosamine , Linolenic Acid , Adenosine Phosphate , Lactoperoxidase , Phospholipids , Acetyl Hexapeptide-8 , Glucose Oxidase , Peg-100 Stearate , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Tocopheryl Acetate , Triolein , Behenyl Alcohol , Phytantriol , Trehalose , Pvp/Hexadecene Copolymer , Pentylene Glycol , Hdi/Ppg/Polycaprolactone Crosspolymer , Caprylic/Capric Triglyceride , Polysilicone-11 , Isohexadecane , Caprylyl Glycol , Propylene Glycol Dicaprate , Sodium Pca , Helianthus Annuus (Sunflower) Seedcake , Polysorbate 80 , Glucose , Sodium Hyaluronate , Sodium Lactate , Phytosteryl Canola Glycerides , Oleic Acid , Palmitic Acid , Stearic Acid , Potassium Sulfate , Decarboxy Carnosine Hcl , Nordihydroguaiaretic Acid , Cyclodextrin , Carbomer , Hexylene Glycol , Potassium Hydroxide , Fragrance , Silica , Ethylbisiminomethylguaiacol Manganese Chloride , Disodium Edta , Bht , Phenoxyethanol","Melanoma, SCC, BCC",6,107
AquaBlock 30,Post-1990,262,19.3,"Water, Glycerin, Butyloctyl Salicylate, Dimethicone, C12-15 Alkyl Benzoate, Cetearyl, Alcohol, Propanediol, Potassium Cetyl Phosphate, Parfum/Fragrance, Cellulose, Cetearyl Glucoside, Dipsacus Sylvestris Extract, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Ci 77891/Titanium Dioxide, Tromethamine, Synthetic Fluorphlogopite, Disodium Edta, Tocopheryl Acetate, Xanthan Gum, Sodium Hyaluronate, Dimethiconol, Tocopherol, Butylene Glycol, Diospyros Mespiliformis Leaf Extract, Maltodextrin, Sanicula Europaea Extract, Myrothamnus Flabellifolia Extract, Citric Acid, Lapsana Communis Flower/Leaf/Stem Extract, Furcellaria Lumbricalis Extract, Sodium Citrate, Potassium Sorbate, Ascorbic Acid, Glycolic Acid, Lactic Acid, Maris Sal/Sea Salt/Sel Marin.Ci 14700/Red 4.Ci 17200/Red 33.Polyvinyl Alcohol.Copper Palmitoyl Heptapeptide-14 .Heptapeptide-15 Palmitate.",None (Protective),0,108
UltraShield SPF 60,Post-1990,928,28.42,"Water, Cyclopentasiloxane, Cyclohexasiloxane, Glycerin, Phenyl Trimethicone, Polyglyceryl-4 Isostearate, Hexyl Laurate, Cetyl Peg/Ppg-10/1 Dimethicone, Disteardimonium Hectorite, Pentylene Glycol, Moringa Pterygosperma Seed Extract, Triethanolamine, Trihydroxystearin, Silica, Alumina, Aluminum Hydroxide, Magnesium Sulfate, Alcohol Denat., Ascorbyl Glucoside, Disodium Stearoyl Glutamate, Acetylated Glycol Stearate, Panthenol, Castanea Sativa (Chestnut) Seed Extract, Tocopheryl Acetate, Methylparaben, Phenoxyethanol, Diazolidinyl Urea, Linalool, Geraniol, Alpha-Isomethyl Ionone, Citronellol, Benzyl Alcohol, Benzyl Salicylate, Fragrance, May Contain: Titanium Dioxide, Iron Oxides.",None (Protective),0,109
SkinSafe 30+,Post-1990,3736,26.11,"Glycerin, Dipropylene Glycol, Behenyl Alcohol, Butylene Glycol, Isohexadecane, Sd Alcohol 40-B, Silica, Caprylic/Capric Triglyceride, Myristyl Myristate, Dimethicone, Polybutylene Glycol/Ppg-9/1 Copolymer, Sorbitol, Stearyl Alcohol, Phytosteryl Macadamiate, Tocopheryl Acetate, Peg/Ppg-17/4 Dimethyl Ether, Piperidinepropionic Acid, 2-O-Ethyl Ascorbic Acid, Prunus Speciosa Leaf Extract, Angelica Acutiloba Root Extract, Isodonis Japonicus Leaf/Stalk Extract, Camellia Sinensis Leaf Extract, Zanthoxylum Piperitum Peel Extract, Beheneth-20, Succinoglycan, Trisodium Edta, Sodium Citrate, Alcohol, Bht, Sodium Metaphosphate, Citric Acid, Talc, Dextrin Palmitate, Tocopherol, Methylparaben, Ethylparaben, Fragrance, Iron Oxides.",Low Risk,0,110
RayBlock 75+,Post-1990,4722,20.52,*Organic. **Natural.,Low Risk,0,111
RayBlock 45+,Post-1990,412,19.8,"Water, Caprylyl Methicone, Dipropylene Glycol, Propanediol, Dimethicone, Butyloctyl Salicylate, Lactobacillus Ferment, Isododecane, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Trisiloxane, Polysorbate 60, Trimethylsiloxysilicate, Dextrin Palmitate, Phenoxyethanol, C14-22 Alcohols, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydrolyzed Wheat Protein/Pvp Crosspolymer, Panthenol, Fragrance, Evodia Rutaecarpa Fruit Extract, Dibutyl Ethylhexanoyl Glutamide, Dibutyl Lauroyl Glutamide, Disodium Edta, C12-20 Alkyl Glucoside, Dipotassium Glycyrrhizate, Tocopheryl Acetate, Sodium Hyaluronate, Butylene Glycol, Pentylene Glycol, Tin Oxide, Potassium Sorbate, Hydroxyphenyl Propamidobenzoic Acid, Ethylhexylglycerin, Ascorbyl Palmitate, Mica, Red 4, Yellow 5.",Low Risk,0,112
EcoShield 30+,Post-1990,245,34.42,Visit the Laura Mercier boutique,Low Risk,0,113
UV Defense SPF 75,Post-1990,389,23.83,"Cyclopentasiloxane, Coco-Caprylate, Isododecane, Coco-Caprylate/Caprate, Dimethicone Crosspolymer, Silica Dimethyl Silylate, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Argania Spinosa Kernel Oil, Tocopheryl Acetate, C12-15 Alkyl Benzoate, Polyglyceryl-3 Polyricinoleate, Dimethicone, Iron Oxides (CI 77492), Water (Aqua), Isostearic Acid, Propanediol, Ethylhexylglycerin, PEG/PPG-18/18 Dimethicone, Bisabolol, Alumina, Hydrogen Dimethicone, Iron Oxides (CI 77491), Polyhydroxystearic Acid, Iron Oxides (CI 77499), Buddleja Officinalis Flower Extract, Triethoxycaprylylsilane, Hydrangea Arborescens Root Extract, Morus Alba Root Extract, Polysorbate 20, Resveratrol, Scutellaria Lateriflora Extract, Caprylyl Glycol, Hexylene Glycol, Pentapeptide-21.",Low Risk,0,114
SolarCare 45+,Post-1990,4191,25.36,Visit the Laura Mercier boutique,Low Risk,0,115
SolarCare 75+,Post-1990,3413,45.06,Visit the Laura Mercier boutique,Low Risk,0,116
RayBlock 60+,Post-1990,461,27.56,"Water, Dimethicone, Isododecane, Sd Alcohol 40-B, Dipropylene Glycol, Ethylhexyl Palmitate, Peg-10 Dimethicone, Glycerin, Polymethylsilsesquioxane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polybutylene Glycol/Ppg-9/1 Copolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Xylitol, Methyl Methacrylate Crosspolymer, Thiotaurine, Scutellaria Baicalensis Root Extract, Paeonia Albiflora Root Extract, Ononis Spinosa Root Extract, Ectoin, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Hydrogen Dimethicone, Butylene Glycol, Disodium Edta, Disteardimonium Hectorite, Alumina, Bht, Triethoxycaprylylsilane, Syzygium Jambos Leaf Extract, Tocopherol, Phenoxyethanol, Benzoic Acid, Fragrance, Titanium Dioxide, Mica.",None (Protective),0,117
DermaProtect SPF 60,Post-1990,1977,38.66,Visit the NARS boutique,Low Risk,0,118
UV Defense SPF 75,Post-1990,1841,14.58,"Isododecane, Dimethicone Crosspolymer, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Isohexadecane, Dicaprylyl Carbonate, Meadowfoam Estolide, Polyester-8, Polymethylsilsesquioxane, Caprylic/Capric Triglyceride, Lithothamnion Calcareum Extract, Butyrospermum Parkii (Shea) Butter, Jojoba Esters, Diethylhexyl Syringylidenemalonate, Mannitol, Olibanum, Lecithin, Microcrystalline Cellulose, Diatomaceous Earth, Zinc Sulfate, Silica, Tocopherol.",Low Risk,0,119
EcoShield 50+,Post-1990,3081,14.8,"Water, Dimethicone, Cetearyl Alcohol, Hydrogenated Polyisobutene, Xylitylglucoside, PEG-40 Castor Oil, Polyglyceryl-4 Isostearate, Cyclopentasiloxane, Potassium Cetyl Phosphate, Hexyl Laurate, Anhydroxylitol, Sodium Hyaluronate, Tocopheryl Acetate, Sodium Ascorbate, Camellia Sinensis Leaf Extract, Hydrogenated Olive Oil, Butyrospermum Parkii (Shea Butter), XYlitol, Copper Gluconate, Allantoin, Dipotassium Glycyrrhizate, Cetyl PEG/PPG-10/1 Dimethicone, Polysorbate 60, Phenoxyethanol, Butylene Glycol, Tribehenin, Sodium Dehydroacetate, Carbomer, Aminomethyl Propanol, Tetrasodium EDTA, Magnesium Aluminum Silicate. (+/-): Titanium Dioxide, Iron Oxides, Mica, Tin Oxide.",None (Protective),0,120
RayBlock 45+,Post-1990,4436,13.48,"Water, Isododecane, Cyclopentasiloxane, Propanediol, Hdi/Trimethylol Hexyllactone Crosspolymer, Glycerin, Dimethicone, Octyldodecyl Neopentanoate, Behenyl Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Rosa Multiflora Fruit Extract, Eriobotrya Japonica Leaf Extract, Stearyl Glycyrrhetinate, Glycyrrhiza Inflata Root Extract, Camellia Sinensis Leaf Extract, Pistacia Lentiscus (Mastic) Gum, Sericin, Algae Extract, Lecithin, Inositol, Polyhydroxystearic Acid, Sorbitan Tristearate, Sodium Dilauramidoglutamide Lysine, Silica, Potassium Sorbate, Beheneth-20, Sodium Acrylate/Acryloyldimethyltaurate/Dimethylacrylamide Crosspolymer, Polymethylsilsesquioxane, Methicone, Trimethylsiloxysilicate, Dimethiconol, Disodium Edta, Fragrance, Ethylhexylglycerin, Alcohol, Phenoxyethanol, Iron Oxides (Ci77491), Tin Oxide (Ci 77861), Mica (Ci 77019), Titanium Dioxide (Ci 77891).",None (Protective),0,121
SunGuard 15+,Post-1990,841,34.68,"Water, Dimethicone, Sd Alcohol 40-B, Talc, Methyl Methacrylate Crosspolymer, Isododecane, Cetyl Ethylhexanoate, Diisopropyl Sebacate, Triethylhexanoin, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Glycerin, Dextrin Palmitate, Sucrose Tetrastearate Triacetate, Polybutylene Glycol/Ppg-9/1 Copolymer, Trimethylsiloxysilicate, Xylitol, Silica, Sodium Chloride, Peg/Ppg-14/7 Dimethyl Ether, Saxifraga Sarmentosa Extract, Sophora Angustifolia Root Extract, Disteardimonium Hectorite, Isostearic Acid, Calcium Stearate, Trisodium Edta, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Alcohol, Bht, Butylene Glycol, Stearic Acid, Sodium Metabisulfite, Syzygium Jambos Leaf Extract, Tocopherol, Polysilicone-2, Methylparaben, Fragrance, Iron Oxides.",Low Risk,0,122
RayBlock 45+,Post-1990,3671,33.35,"Avobenzone 3.0%, Homosalate 5.0%, Octisalate 4.5%, Octocrylene 2.8%Water, Butyloctyl Salicylate, Nylon-12, Octyldodecyl Neopentanoate, Behenyl Alcohol, Myristyl Myristate, Dimethicone, Cetyl Esters, Polyethylene, Butylene Glycol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Glycerin, Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Fruit/Seed Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Peel Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Limon (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Geraniol, Linalool, Citronellol, Limonene, Citral, Coffea Arabica (Coffee) Seed Extract, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Peucedanum Graveolens (Dill) Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Pisum Sativum (Pea) Extract, Cholesterol, Micrococcus Lysate, Bambusa Vulgaris (Bamboo) Extract, Glyceryl Stearate, Triticum Vulgare (Wheat) Germ Extract, Crithmum Maritimum Extract, Anogeissus Leiocarpus Bark Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Caffeine, Centaurium Erythraea (Centaury) Extract, Rubus Idaeus (Raspberry) Leaf Extract, Cassia Alata Leaf Extract, Phytosphingosine, Trisiloxane, Laminaria Digitata Extract, Acetyl Hexapeptide-8, Hydrolyzed Algin, Glucosamine Hcl, Peg-100 Stearate, Sodium Hyaluronate, Peg-6, Di-Ppg-2 Myreth-10 Adipate, Steareth-21, Tocopheryl Acetate, Caprylyl Glycol, Ethylhexylglycerin, Squalane, Linoleic Acid, Trehalose, Tetrahexyldecyl Ascorbate, Citric Acid, Sodium Pca, Lecithin, Maltodextrin, Hexylene Glycol, Sodium Dehydroacetate, Disodium Edta, Phenoxyethanol, Mica * Essential Oil Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.","Melanoma, BCC",7,123
UltraShield SPF 45,Post-1990,2203,30.28,"Water, Isododecane, Polyester-8, Glycerin, Cetyl PEG/PPG-10/1 Dimethicone, Potassium Cetyl Phosphate, Phenoxyethanol, Cetearyl Alcohol, Diisopropyl Sebacate, Isodecyl Neopentanoate, Lauryl Lactate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Diethylhexyl, Syringylidenemalonate, Acrylates Copolymer, Cetyl Alcohol, Behenyl Alcohol, Ethylhexylglycerin, Glyceryl Stearate, Chlorphenesin, Xanthan Gum, Caprylyl Glycol, Palmitic Acid, Stearic Acid, Behenic Acid, Cetyl Behenate, Isostearyl Isostearate, Lauryl Alcohol, Myristyl Alcohol, Aniba Rosaeodora (Rosewood) Wood Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Eucalyptus Globulus Leaf Oil, Ocimum Basilicum (Basil) Flower/Leaf Extract, Pelargonium Graveolens Flower Oil, Pogostemon Cablin Oil, Limonene, Allantoin, Disodium EDTA, Thermus Thermophillus Ferment, Lecithin,Pentylene Glycol, Panthenol, Sodium Hydroxide, BHT, Cassia Alata Leaf Extract, Maltodextrin, Geraniol, Citral, 1,2-Hexanediol, Beta-Glucan, Citric Acid, Sodium Benzoate, Tocopherol, Potassium Sorbate.'[product copy_0328_TJ.xls]Product'!$H$23",Low Risk,0,124
RayBlock 45+,Post-1990,2523,48.04,"Water, Cyclopentasiloxane, Alcohol Denat., Silica, Dicaprylyl Ether, Styrene/Acrylates Copolymer, Diethylhexyl Syringylidenemalonate, Peg-30 Dipolyhydroxystearate, Dimethicone, Cyclohexasiloxane, Polymethylsilsesquioxane, Nylon-12, Dicaprylyl Carbonate, Phenoxyethanol, Lauryl Peg/Ppg-18/18 Methicone, Sodium Chloride, Caprylyl Glycol, Methylparaben, Poly C10-30 Alkyl Acrylate, Disteardimonium Hectorite, Disodium EDTA, Dodecene, Poloxamer 407.",Low Risk,0,125
SkinSafe 60+,Post-1990,3377,49.73,"Water, Ethylhexyl Methoxycinnamate, Glycerin, Butylene Glycol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Zinc Oxide, C12-15 Alkyl Benzoate, Hexanediol, Isoamyl P-Methoxycinnamate, Dicaprylyl Carbonate, Titanium Dioxide, Cetearyl Alcohol, Xanthan Gum, Polysorbate 20, Sodium Hyaluronate, Glyceryl Stearate, Peg-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Portulaca Oleracea Extract, Lavandula Angustifolia (Lavender) Oil, Phyllanthus Emblica Fruit Extract, Rubus Idaeus(Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Euterpe Oleracea Fruit Extract, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Lippia Citriodora Leaf Extract, Rosa Damascena Flower Extract, Tocopheryl Acetate, Angelica Archangelica Root Extract, Beta-Glucan, Hibiscus Sabdariffa Flower Extract, Artemisia Absinthium Extract, Arnica Montana Flower Extract, Polyhydroxystearic Acid, Alumina, Gentiana Lutea Root Extract, Achillea Millefolium Extract, Litsea Cubeba Fruit Oil, Citrus Limon (Lomon) Fruit Oil, Eucalyptus Globulus Leaf Oil, Cedrus Atlantica Wood Oil, Disodium Edta, Potassium Hydroxide, Citrus Aurantium Dulcis(Orange) Oil, Aluminum Stearate.",None (Protective),0,126
EcoShield 100+,Post-1990,2962,27.11,"Water, Cyclopentasiloxane, Dimethicone, Glycerin, C12-15 Alkyl Benzoate, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Polyurethane-35, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Polymethylsilsesquioxane, Avena Sativa (Oat) Kernel Extract, Xanthophyll, Retinyl Palmitate, Ascorbic Acid, Bisabolol, Hydrolyzed Jojoba Esters, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Biosaccharide Gum-4, Hydroxyphenyl Propamidobenzoic Acid, Silica, Tapioca Starch, Sucrose, Pentylene Glycol, Butylene Glycol, Stearic Acid, Dimethicone/PEG-10/15 Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, PEG-8 Dimethicone, Octyldodecanol, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, Aluminum Hydroxide, PEG/PPG-18/18 Dimethicone, Triethoxycaprylylsilane, Phenoxyethanol, Ethylhexylglycerin, Iron Oxides (CI 77491).",Low Risk,0,127
UV Defense SPF 50,Post-1990,597,46.86,"Water, Caprylic/Capric Triglyceride, Dicaprylyl Carbonate, Glycerin, Pentylene Glycol, Steareth-2, Propanediol, Steareth-21, Polyhydroxystearic Acid, Cetearyl Alcohol, Silica, Sclerocarya Birrea Seed Oil, Aloe Barbadensis Leaf Extract, Chondrus Crispus Extract, Haematococcus Pluvialis Extract, Helianthus Annuus (Sunflower) Sprout Extract, Vitis Vinifera (Grape) Juice Extract, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Hydrolyzed Wheat Protein, Tocopheryl Acetate, Tocopherol, Sea Water, Acetyl Glucosamine, Cetearyl Glucoside, Sodium Stearoyl Glutamate, Tetrahexyldecyl Ascorbate, Glycine, Sucrose, Lecithin, Triethoxycaprylylsilane, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Caprylhydroxamic Acid, Mica, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491).",None (Protective),0,128
UV Defense SPF 75,Post-1990,2756,13.89,"Water, Caprylic/Capric Triglyceride, Dicaprylyl Carbonate, Glycerin, Pentylene Glycol, Steareth-2, Propanediol, Steareth-21, Polyhydroxystearic Acid, Cetearyl Alcohol, Silica, Sclerocarya Birrea Seed Oil, Aloe Barbadensis Leaf Extract, Chondrus Crispus Extract, Haematococcus Pluvialis Extract, Helianthus Annuus (Sunflower) Sprout Extract, Vitis Vinifera (Grape) Juice Extract, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Hydrolyzed Wheat Protein, Tocopheryl Acetate, Tocopherol, Sea Water, Acetyl Glucosamine, Cetearyl Glucoside, Sodium Stearoyl Glutamate, Tetrahexyldecyl Ascorbate, Glycine, Sucrose, Sodium C14•16 Olefin Sulfonate, Lecithin, Triethoxycaprylylsilane, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Caprylhydroxamic Acid, Mica, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",None (Protective),0,129
UV Defense SPF 75,Post-1990,3481,27.19,Visit the Clarins boutique,Low Risk,0,130
AquaBlock 50,Post-1990,3509,9.05,Visit the Shiseido boutique,Low Risk,0,131
EcoShield 30+,Post-1990,1614,21.79,"Water, Dimethicone, Alcohol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Aluminum Hydroxide, Stearic Acid, Nylon-12, Peg-12 Dimethicone, Sodium Chloride, Phenoxyethanol, Fragrance, Peg/Ppg-18/18 Dimethicone, Glycerin, Ethylhexylglycerin, Tocopheryl Acetate, Disodium Edta, Sanicula Europaea Extract, Butylene Glycol, Sodium Hyaluronate, Hydroxypropyltrimonium Maltodextrin Crosspolymer, Thermus Thermophillus Ferment, Lapsana Communis Flower/Leaf/Stem Extract, Ribes Nigrum(Black Currant) Bud Extract, Potassium Sorbate, Citric Acid, Camellia Sinensis Leaf Extract, Cucumismelo (Melon) Fruit Extract, Sodium Lauryl Sulfate.",Low Risk,0,132
TotalSun SPF 30,Post-1990,3491,45.29,"Water, Cyclopentasiloxane, Alcohol Denat., Silica, Dicaprylyl Ether, Styrene/Acrylates Copolymer, PEG-30 Dipolyhydroxystearate, Dimethicone, Cyclohexasiloxane, Polymethylsilsesquioxane, Nylon-12, Dicaprylyl Carbonate, Phenoxyethanol, Lauryl PEG/PPG-18/18 Methicone, Sodium Chloride, Caprylyl Glycol, PEG-8 Laurate, Poly C10-30 Alkyl Acrylate, Disteardimonium Hectorite, Tocopherol, Isostearyl Alcohol, P-Anisic Acid, Disodium EDTA, Dodecene, Poloxamer 407.",Low Risk,0,133
RayBlock 50+,Post-1990,928,48.45,"4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Dromiceius (Emu) Oil, Glycerin, Sorbitol, Cetearyl Alcohol, PEG-40 Castor Oil, Butyl Methoxydibenzoylmethane, Tocopheryl Acetate, Potassium Cetyl Phosphate, Petrolatum, Polysorbate 60, Urea, Sodium Hyaluronate, Allantoin, Sodium Ascorbate, Phenoxyethanol, Methylparaben, Tetrasodium EDTA, Carbomer, Isopropylparaben, Isobutylparaben, Butylparaben, Sodium Dehydroacetate, Aminomethyl Propanol, Linalool, Propylparaben, Acrylates/C10-C30 Alkyl Acrylate Crosspolymer.",Low Risk,0,134
